Spot Pairs,Order Type,Direction,Filled Value,Filled Price,Filled Quantity,Fees,Transaction ID,Order No.,Timestamp (UTC+0)
PEPEUSDT,MARKET,BUY,199.99999887000000000000,0.00001782200000000000,11222085.00000000000000000000,20199.75300000000000000000,2280000000789741622,1827826225054488832,2024-11-26 14:04:25
DOGEUSDT,MARKET,BUY,169.16108300000000000000,0.37583000000000000000,450.10000000000000000000,0.81018000000000000000,2200000000393942275,1827824689167472896,2024-11-26 14:01:22
DOGEUSDT,MARKET,BUY,30.81724000000000000000,0.37582000000000000000,82.00000000000000000000,0.14760000000000000000,2200000000393942274,1827824689167472896,2024-11-26 14:01:22
XRPUSDT,MARKET,BUY,199.99841700000000000000,1.34670000000000000000,148.51000000000000000000,0.26731800000000000000,2260000000752367736,1827824552164727040,2024-11-26 14:01:06
SOLUSDT,LIMIT,BUY,199.92948000000000000000,228.23000000000000000000,0.87600000000000000000,0.00157680000000000000,2210000000524830220,1827824310069500160,2024-11-26 14:00:37
BONKUSDT,MARKET,BUY,199.99999941168000000000,0.00005158920000000000,3876780.40000000000000000000,6978.20472000000000000000,2260000000727923154,1824222672448657664,2024-11-21 14:44:48
WIFUSDT,MARKET,BUY,172.43602000000000000000,3.28700000000000000000,52.46000000000000000000,0.09442800000000000000,2260000000727922325,1824222513283209472,2024-11-21 14:44:29
WIFUSDT,MARKET,BUY,1.80840000000000000000,3.28800000000000000000,0.55000000000000000000,0.00099000000000000000,2260000000727922328,1824222513283209472,2024-11-21 14:44:29
WIFUSDT,MARKET,BUY,11.44224000000000000000,3.28800000000000000000,3.48000000000000000000,0.00626400000000000000,2260000000727922327,1824222513283209472,2024-11-21 14:44:29
WIFUSDT,MARKET,BUY,42.51384000000000000000,3.28800000000000000000,12.93000000000000000000,0.02327400000000000000,2260000000727922329,1824222513283209472,2024-11-21 14:44:29
WIFUSDT,MARKET,BUY,71.77704000000000000000,3.28800000000000000000,21.83000000000000000000,0.03929400000000000000,2260000000727922326,1824222513283209472,2024-11-21 14:44:29
FLOKIUSDT,MARKET,BUY,52.81545178560000000000,0.00025935900000000000,203638.40000000000000000000,366.54912000000000000000,2230000000442900325,1824222256835074304,2024-11-21 14:43:59
FLOKIUSDT,MARKET,BUY,247.18453730820000000000,0.00025937400000000000,953004.30000000000000000000,1715.40774000000000000000,2230000000442900326,1824222256835074304,2024-11-21 14:43:59
AAVEUSDT,MARKET,BUY,232.88883300000000000000,166.94540000000000000000,1.39500000000000000000,0.00251100000000000000,2270000000293942424,1824222088937085184,2024-11-21 14:43:39
AAVEUSDT,MARKET,BUY,173.62550400000000000000,166.94760000000000000000,1.04000000000000000000,0.00187200000000000000,2270000000293942425,1824222088937085184,2024-11-21 14:43:39
